ptl/train_loss,ptl/train_accuracy,ptl/val_loss,ptl/val_accuracy,epoch,step,timestamp,checkpoint_dir_name,should_checkpoint,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
1.0024794340133667,0.9850745797157288,1.0024396181106567,0.9850745797157288,0,4,1738919035,checkpoint_000000,True,False,1,62632_00001,2025-02-07_04-03-55,28.37630343437195,28.37630343437195,1348036,della-l03g6,172.17.6.198,28.37630343437195,1
1.0023213624954224,0.9850745797157288,1.0022822618484497,0.9850745797157288,1,8,1738919043,checkpoint_000001,True,False,2,62632_00001,2025-02-07_04-04-03,7.485172271728516,35.861475706100464,1348036,della-l03g6,172.17.6.198,35.861475706100464,2
1.0021659135818481,0.9850745797157288,1.0021275281906128,0.9850745797157288,2,12,1738919051,checkpoint_000002,True,False,3,62632_00001,2025-02-07_04-04-11,7.66466212272644,43.526137828826904,1348036,della-l03g6,172.17.6.198,43.526137828826904,3
1.0020126104354858,0.9850745797157288,1.0019749402999878,0.9850745797157288,3,16,1738919058,checkpoint_000003,True,False,4,62632_00001,2025-02-07_04-04-18,7.679369211196899,51.205507040023804,1348036,della-l03g6,172.17.6.198,51.205507040023804,4
1.0018620491027832,0.9850745797157288,1.0018244981765747,0.9850745797157288,4,20,1738919065,checkpoint_000004,True,False,5,62632_00001,2025-02-07_04-04-25,7.016402006149292,58.221909046173096,1348036,della-l03g6,172.17.6.198,58.221909046173096,5
1.0017136335372925,0.9850745797157288,1.0016770362854004,0.9850745797157288,5,24,1738919073,checkpoint_000005,True,False,6,62632_00001,2025-02-07_04-04-33,7.3499579429626465,65.57186698913574,1348036,della-l03g6,172.17.6.198,65.57186698913574,6
1.0015674829483032,0.9850745797157288,1.0015314817428589,0.9850745797157288,6,28,1738919080,checkpoint_000006,True,False,7,62632_00001,2025-02-07_04-04-40,7.693474054336548,73.26534104347229,1348036,della-l03g6,172.17.6.198,73.26534104347229,7
1.0014233589172363,0.9850745797157288,1.0013874769210815,0.9850745797157288,7,32,1738919087,checkpoint_000007,True,False,8,62632_00001,2025-02-07_04-04-47,7.020826816558838,80.28616786003113,1348036,della-l03g6,172.17.6.198,80.28616786003113,8
1.0012809038162231,0.9850745797157288,1.0012456178665161,0.9850745797157288,8,36,1738919095,checkpoint_000008,True,False,9,62632_00001,2025-02-07_04-04-55,7.985509634017944,88.27167749404907,1348036,della-l03g6,172.17.6.198,88.27167749404907,9
1.0011404752731323,0.9850745797157288,1.0011051893234253,0.9850745797157288,9,40,1738919104,checkpoint_000009,True,False,10,62632_00001,2025-02-07_04-05-04,8.60334038734436,96.87501788139343,1348036,della-l03g6,172.17.6.198,96.87501788139343,10
1.0010007619857788,0.9850745797157288,1.000966191291809,0.9850745797157288,10,44,1738919112,checkpoint_000010,True,False,11,62632_00001,2025-02-07_04-05-12,8.123617887496948,104.99863576889038,1348036,della-l03g6,172.17.6.198,104.99863576889038,11
1.0008622407913208,0.9850745797157288,1.0008277893066406,0.9850745797157288,11,48,1738919119,checkpoint_000011,True,False,12,62632_00001,2025-02-07_04-05-19,6.935130834579468,111.93376660346985,1348036,della-l03g6,172.17.6.198,111.93376660346985,12
1.0007243156433105,0.9850745797157288,1.00068998336792,0.9850745797157288,12,52,1738919125,checkpoint_000012,True,False,13,62632_00001,2025-02-07_04-05-25,6.261717081069946,118.1954836845398,1348036,della-l03g6,172.17.6.198,118.1954836845398,13
1.0005866289138794,0.9850745797157288,1.0005522966384888,0.9850745797157288,13,56,1738919132,checkpoint_000013,True,False,14,62632_00001,2025-02-07_04-05-32,6.971555709838867,125.16703939437866,1348036,della-l03g6,172.17.6.198,125.16703939437866,14
1.0004490613937378,0.9850745797157288,1.0004147291183472,0.9850745797157288,14,60,1738919139,checkpoint_000014,True,False,15,62632_00001,2025-02-07_04-05-39,6.758256912231445,131.9252963066101,1348036,della-l03g6,172.17.6.198,131.9252963066101,15
1.000311017036438,0.9850745797157288,1.0002765655517578,0.9850745797157288,15,64,1738919147,checkpoint_000015,True,False,16,62632_00001,2025-02-07_04-05-47,7.68303108215332,139.60832738876343,1348036,della-l03g6,172.17.6.198,139.60832738876343,16
1.00017249584198,0.9850745797157288,1.0001373291015625,0.9850745797157288,16,68,1738919154,checkpoint_000016,True,False,17,62632_00001,2025-02-07_04-05-54,7.0562121868133545,146.66453957557678,1348036,della-l03g6,172.17.6.198,146.66453957557678,17
1.0000323057174683,0.9850745797157288,0.9999967217445374,0.9850745797157288,17,72,1738919161,checkpoint_000017,True,False,18,62632_00001,2025-02-07_04-06-01,6.983616828918457,153.64815640449524,1348036,della-l03g6,172.17.6.198,153.64815640449524,18
0.9998902678489685,0.9850745797157288,0.9998542070388794,0.9850745797157288,18,76,1738919169,checkpoint_000018,True,False,19,62632_00001,2025-02-07_04-06-09,7.913280248641968,161.5614366531372,1348036,della-l03g6,172.17.6.198,161.5614366531372,19
0.9997454285621643,0.9850745797157288,0.9997090101242065,0.9850745797157288,19,80,1738919176,checkpoint_000019,True,False,20,62632_00001,2025-02-07_04-06-16,6.691617727279663,168.25305438041687,1348036,della-l03g6,172.17.6.198,168.25305438041687,20
0.9995975494384766,0.9850745797157288,0.9995599389076233,0.9850745797157288,20,84,1738919182,checkpoint_000020,True,False,21,62632_00001,2025-02-07_04-06-22,6.690856456756592,174.94391083717346,1348036,della-l03g6,172.17.6.198,174.94391083717346,21
0.9994450211524963,0.9850745797157288,0.9994062781333923,0.9850745797157288,21,88,1738919189,checkpoint_000021,True,False,22,62632_00001,2025-02-07_04-06-29,6.870969295501709,181.81488013267517,1348036,della-l03g6,172.17.6.198,181.81488013267517,22
0.9992871880531311,0.9850745797157288,0.9992470741271973,0.9850745797157288,22,92,1738919196,checkpoint_000022,True,False,23,62632_00001,2025-02-07_04-06-36,6.72989296913147,188.54477310180664,1348036,della-l03g6,172.17.6.198,188.54477310180664,23
0.999122679233551,0.9850745797157288,0.9990805983543396,0.9850745797157288,23,96,1738919204,checkpoint_000023,True,False,24,62632_00001,2025-02-07_04-06-44,7.574407339096069,196.1191804409027,1348036,della-l03g6,172.17.6.198,196.1191804409027,24
0.9989499449729919,0.9850745797157288,0.9989051222801208,0.9850745797157288,24,100,1738919212,checkpoint_000024,True,False,25,62632_00001,2025-02-07_04-06-52,8.0597243309021,204.1789047718048,1348036,della-l03g6,172.17.6.198,204.1789047718048,25
0.9987663626670837,0.9850745797157288,0.998718798160553,0.9850745797157288,25,104,1738919220,checkpoint_000025,True,False,26,62632_00001,2025-02-07_04-07-00,8.820212125778198,212.999116897583,1348036,della-l03g6,172.17.6.198,212.999116897583,26
0.998570442199707,0.9850745797157288,0.9985193610191345,0.9850745797157288,26,108,1738919228,checkpoint_000026,True,False,27,62632_00001,2025-02-07_04-07-08,7.708459854125977,220.70757675170898,1348036,della-l03g6,172.17.6.198,220.70757675170898,27
0.998359203338623,0.9850745797157288,0.9983035326004028,0.9850745797157288,27,112,1738919236,checkpoint_000027,True,False,28,62632_00001,2025-02-07_04-07-16,8.1047203540802,228.81229710578918,1348036,della-l03g6,172.17.6.198,228.81229710578918,28
0.9981294274330139,0.9850745797157288,0.9980687499046326,0.9850745797157288,28,116,1738919244,checkpoint_000028,True,False,29,62632_00001,2025-02-07_04-07-24,8.070855855941772,236.88315296173096,1348036,della-l03g6,172.17.6.198,236.88315296173096,29
0.9978775978088379,0.9850745797157288,0.9978107213973999,0.9850745797157288,29,120,1738919252,checkpoint_000029,True,False,30,62632_00001,2025-02-07_04-07-32,7.582981109619141,244.4661340713501,1348036,della-l03g6,172.17.6.198,244.4661340713501,30
0.997599184513092,0.9850745797157288,0.9975247979164124,0.9850745797157288,30,124,1738919259,checkpoint_000030,True,False,31,62632_00001,2025-02-07_04-07-39,7.268707990646362,251.73484206199646,1348036,della-l03g6,172.17.6.198,251.73484206199646,31
0.99728924036026,0.9850745797157288,0.9972062706947327,0.9850745797157288,31,128,1738919267,checkpoint_000031,True,False,32,62632_00001,2025-02-07_04-07-47,7.317012548446655,259.0518546104431,1348036,della-l03g6,172.17.6.198,259.0518546104431,32
0.9969421029090881,0.9850745797157288,0.9968487024307251,0.9850745797157288,32,132,1738919274,checkpoint_000032,True,False,33,62632_00001,2025-02-07_04-07-54,7.523855924606323,266.57571053504944,1348036,della-l03g6,172.17.6.198,266.57571053504944,33
0.9965515732765198,0.9850745797157288,0.9964466094970703,0.9850745797157288,33,136,1738919281,checkpoint_000033,True,False,34,62632_00001,2025-02-07_04-08-01,7.303884983062744,273.8795955181122,1348036,della-l03g6,172.17.6.198,273.8795955181122,34
0.9961128830909729,0.9850745797157288,0.9959956407546997,0.9850745797157288,34,140,1738919290,checkpoint_000034,True,False,35,62632_00001,2025-02-07_04-08-10,8.418344974517822,282.29794049263,1348036,della-l03g6,172.17.6.198,282.29794049263,35
0.9956274628639221,0.9850745797157288,0.9955001473426819,0.9850745797157288,35,144,1738919298,checkpoint_000035,True,False,36,62632_00001,2025-02-07_04-08-18,8.044366359710693,290.3423068523407,1348036,della-l03g6,172.17.6.198,290.3423068523407,36
0.9951110482215881,0.9850745797157288,0.9949795007705688,0.9850745797157288,36,148,1738919305,checkpoint_000036,True,False,37,62632_00001,2025-02-07_04-08-25,7.222690105438232,297.56499695777893,1348036,della-l03g6,172.17.6.198,297.56499695777893,37
0.9945488572120667,0.9850745797157288,0.994364321231842,0.9850745797157288,37,152,1738919312,checkpoint_000037,True,False,38,62632_00001,2025-02-07_04-08-32,6.423916339874268,303.9889132976532,1348036,della-l03g6,172.17.6.198,303.9889132976532,38
0.9934149384498596,0.9850745797157288,0.9929061532020569,0.9850745797157288,38,156,1738919317,checkpoint_000038,True,False,39,62632_00001,2025-02-07_04-08-37,5.7265625,309.7154757976532,1348036,della-l03g6,172.17.6.198,309.7154757976532,39
0.990992546081543,0.9850745797157288,0.9903877973556519,0.9850745797157288,39,160,1738919323,checkpoint_000039,True,False,40,62632_00001,2025-02-07_04-08-43,5.643808841705322,315.3592846393585,1348036,della-l03g6,172.17.6.198,315.3592846393585,40
0.9885606169700623,0.9850745797157288,0.9878035187721252,0.9850745797157288,40,164,1738919329,checkpoint_000040,True,False,41,62632_00001,2025-02-07_04-08-49,5.997820615768433,321.35710525512695,1348036,della-l03g6,172.17.6.198,321.35710525512695,41
0.9864640831947327,0.9850745797157288,0.9860320091247559,0.9850745797157288,41,168,1738919335,checkpoint_000041,True,False,42,62632_00001,2025-02-07_04-08-55,5.714289903640747,327.0713951587677,1348036,della-l03g6,172.17.6.198,327.0713951587677,42
0.984761655330658,0.9850745797157288,0.9845191240310669,0.9850745797157288,42,172,1738919340,checkpoint_000042,True,False,43,62632_00001,2025-02-07_04-09-00,5.786527633666992,332.8579227924347,1348036,della-l03g6,172.17.6.198,332.8579227924347,43
0.9834966063499451,0.9850745797157288,0.9833101630210876,0.9850745797157288,43,176,1738919347,checkpoint_000043,True,False,44,62632_00001,2025-02-07_04-09-07,6.543413400650024,339.4013361930847,1348036,della-l03g6,172.17.6.198,339.4013361930847,44
